Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Block,AveStim,Duration,Condition
1,45,37,6,3.44418,1.657895,1,39,100,0
1,31,40,6,3.12652,1.702565,1,39,2000,1
1,54,48,6,2.976495,1.67918,1,39,100,0
1,39,50,7,3.859945,1.956155,1,39,2000,1
1,48,46,7,3.885885,1.930585,1,39,2000,1
1,32,49,6,4.09104,1.70676,1,39,100,0
1,26,35,6,2.632685,1.5973,1,39,100,0
1,38,40,8,5.664415,2.581635,1,39,2000,1
1,53,62,7,3.22492,2.073505,1,39,2000,1
1,50,65,8,2.763095,2.57933,1,39,100,0
1,38,45,7,3.30732,1.90004,1,39,2000,1
1,42,35,6,3.12906,2.39,1,39,100,0
1,29,38,8,3.509735,2.392425,1,39,2000,1
1,32,40,8,5.96276,2.019035,1,39,100,0
1,25,30,7,3.489475,2.19543,1,39,2000,1
1,38,45,7,2.68008,1.864975,1,39,100,0
1,52,55,7,3.10323,1.816705,1,39,2000,1
1,50,60,8,2.17514,2.228005,1,39,100,0
1,49,50,7,3.021625,1.924885,1,39,100,0
1,28,40,7,2.67126,2.00866,1,39,2000,1
1,49,52,8,3.2881,1.91175,1,39,100,0
1,39,40,7,2.735165,1.84631,1,39,2000,1
1,29,35,7,3.239415,1.75031,1,39,2000,1
1,44,38,7,5.23896,1.91382,1,39,100,0
1,47,40,7,1.96225,1.82737,1,39,100,0
1,44,45,7,3.0753,1.807265,1,39,2000,1
1,41,37,7,4.676895,1.929085,1,39,100,0
1,24,20,7,5.198425,1.87399,1,39,2000,1
1,33,33,7,2.83423,1.74057,1,39,100,0
1,37,42,7,3.13585,1.730605,1,39,2000,1
1,27,29,7,2.61324,2.15767,1,39,2000,1
1,45,45,6,2.19642,1.635335,1,39,100,0
1,54,65,7,2.68285,2.35213,1,39,2000,1
1,47,50,7,1.993735,1.78316,1,39,100,0
1,50,60,8,2.64875,1.84479,1,39,100,0
1,42,48,7,3.06493,1.705305,1,39,2000,1
1,48,52,6,6.09482,1.589925,1,39,2000,1
1,45,55,8,2.121375,2.96647,1,39,100,0
1,26,40,6,2.585035,1.697835,1,39,2000,1
1,51,55,7,2.285915,2.815095,1,39,100,0
1,43,36,8,2.44484,2.20686,2,31,2000,1
1,20,34,6,2.398455,2.078915,2,31,100,0
1,33,39,7,2.887335,2.883495,2,31,2000,1
1,18,21,7,3.613895,1.761615,2,31,100,0
1,22,35,6,3.34552,2.327225,2,31,100,0
1,46,44,6,1.771775,1.679175,2,31,2000,1
1,22,24,6,2.551645,2.0984,2,31,2000,1
1,35,33,6,3.03179,1.48595,2,31,100,0
1,22,20,6,2.141025,1.77365,2,31,2000,1
1,41,35,6,2.702625,1.643905,2,31,100,0
1,28,28,6,2.59357,1.44066,2,31,100,0
1,30,30,8,3.843345,2.39878,2,31,2000,1
1,43,32,7,5.53845,2.08826,2,31,100,0
1,24,28,7,2.558975,1.810745,2,31,2000,1
1,32,40,7,2.43703,1.803035,2,31,2000,1
1,43,36,6,3.917245,1.737875,2,31,100,0
1,26,31,6,3.88417,1.53531,2,31,2000,1
1,19,26,7,2.936965,1.919045,2,31,100,0
1,45,45,7,2.1396,1.405945,2,31,2000,1
1,19,30,8,3.104005,1.71485,2,31,100,0
1,40,35,6,2.726105,1.46984,2,31,100,0
1,16,28,8,2.601525,1.144425,2,31,2000,1
1,23,32,7,3.46766,1.22922,2,31,100,0
1,38,38,7,3.33592,2.05883,2,31,2000,1
1,19,27,8,3.338915,1.352635,2,31,100,0
1,16,12,8,3.4057,1.854655,2,31,2000,1
1,20,26,6,2.44614,1.529655,2,31,100,0
1,45,48,8,2.286525,1.235005,2,31,2000,1
1,36,36,6,2.193945,1.20106,2,31,100,0
1,31,34,8,2.764075,1.03249,2,31,2000,1
1,31,32,7,2.108215,1.331775,2,31,2000,1
1,28,35,7,3.14315,1.245495,2,31,100,0
1,27,30,8,5.43113,1.091225,2,31,2000,1
1,21,26,7,2.64287,1.22809,2,31,100,0
1,30,34,8,3.34182,1.06554,2,31,2000,1
1,19,18,7,2.486705,1.27826,2,31,100,0
1,32,29,7,2.187625,1.284325,2,31,2000,1
1,31,32,8,1.94921,0.95314,2,31,100,0
1,32,28,6,2.819825,1.361115,2,31,100,0
1,34,36,6,2.290275,1.38442,2,31,2000,1
1,56,40,7,1.898105,1.831,3,42,100,0
1,27,26,7,1.64627,1.249025,3,42,2000,1
1,33,32,7,2.417155,1.311935,3,42,2000,1
1,46,34,7,2.56647,1.57607,3,42,100,0
1,32,29,7,1.98396,1.118925,3,42,100,0
1,53,52,7,1.96351,1.219425,3,42,2000,1
1,53,50,8,2.77848,1.277095,3,42,2000,1
1,41,39,7,1.87964,1.23588,3,42,100,0
1,52,48,6,1.657725,1.695805,3,42,2000,1
1,34,38,8,2.7513,1.1662,3,42,100,0
1,51,50,7,1.92805,1.065695,3,42,2000,1
1,31,44,7,1.971515,1.166805,3,42,100,0
1,55,46,8,2.708545,1.207145,3,42,100,0
1,56,54,7,3.261525,1.349695,3,42,2000,1
1,53,50,7,1.96637,1.069795,3,42,2000,1
1,56,38,7,3.116655,1.44412,3,42,100,0
1,40,40,7,3.25818,1.26847,3,42,100,0
1,51,32,7,4.0212,1.86883,3,42,2000,1
1,36,31,7,4.298305,1.262425,3,42,2000,1
1,46,36,6,3.21757,1.278565,3,42,100,0
1,48,40,7,1.770655,1.209845,3,42,100,0
1,31,28,7,1.90625,1.218265,3,42,2000,1
1,39,30,7,1.754675,1.0913,3,42,2000,1
1,28,29,7,2.259,1.17381,3,42,100,0
1,52,37,6,2.19045,1.23203,3,42,100,0
1,40,41,8,2.15171,1.705555,3,42,2000,1
1,52,36,7,1.943245,1.08854,3,42,100,0
1,42,35,7,1.845255,1.05985,3,42,2000,1
1,35,32,6,1.84649,1.199365,3,42,100,0
1,41,34,7,2.604405,1.24514,3,42,2000,1
1,32,30,7,1.56906,1.7831,3,42,100,0
1,50,35,8,2.42647,2.023595,3,42,2000,1
1,32,26,6,2.086485,1.376575,3,42,100,0
1,47,36,8,2.216665,1.60533,3,42,2000,1
1,28,25,7,4.573995,2.286725,3,42,2000,1
1,57,40,7,2.45365,2.727205,3,42,100,0
1,48,42,6,1.90402,1.439795,3,42,100,0
1,49,45,7,1.82906,1.868825,3,42,2000,1
1,41,38,6,3.57364,1.751415,3,42,2000,1
1,57,36,8,2.33889,1.69023,3,42,100,0
1,34,29,7,1.520585,1.26849,4,35,2000,1
1,41,28,7,2.22142,1.45339,4,35,100,0
1,44,28,7,2.15062,1.703575,4,35,100,0
1,25,22,6,1.774725,1.221595,4,35,2000,1
1,24,26,7,3.159955,1.646525,4,35,2000,1
1,22,18,8,3.68491,1.10481,4,35,100,0
1,21,21,7,1.469375,1.205525,4,35,2000,1
1,29,25,7,2.431635,1.106605,4,35,100,0
1,34,28,7,2.217515,0.995675,4,35,100,0
1,35,31,8,1.69282,1.01031,4,35,2000,1
1,36,36,7,1.89179,1.258735,4,35,2000,1
1,25,27,7,2.11247,1.02064,4,35,100,0
1,20,25,7,2.23933,1.039645,4,35,100,0
1,23,26,7,2.221755,1.125605,4,35,2000,1
1,23,24,7,2.029545,1.540235,4,35,2000,1
1,26,30,6,1.80729,1.197465,4,35,100,0
1,23,24,7,2.0884,1.20504,4,35,2000,1
1,38,29,7,1.97184,1.06548,4,35,100,0
1,49,38,7,1.653375,1.22319,4,35,2000,1
1,30,32,6,2.22843,1.36606,4,35,100,0
1,47,42,7,1.70871,1.26458,4,35,2000,1
1,36,34,8,2.39389,1.531895,4,35,100,0
1,40,35,7,4.264855,1.07927,4,35,2000,1
1,38,28,7,2.49681,1.28364,4,35,100,0
1,22,24,6,2.068845,1.20355,4,35,2000,1
1,37,29,6,1.962875,1.236005,4,35,100,0
1,46,34,6,2.43718,1.352825,4,35,2000,1
1,28,33,8,4.19851,1.09281,4,35,100,0
1,22,30,7,2.09049,1.105475,4,35,2000,1
1,50,35,7,1.848825,1.14716,4,35,100,0
1,46,43,8,1.80483,1.043725,4,35,2000,1
1,26,25,6,2.21808,1.253105,4,35,100,0
1,25,24,7,2.46309,1.607135,4,35,100,0
1,27,26,7,3.025595,1.591575,4,35,2000,1
1,47,37,6,2.258885,1.343675,4,35,2000,1
1,21,26,6,2.52869,1.335295,4,35,100,0
1,46,38,7,2.60732,1.11469,4,35,2000,1
1,28,29,7,2.1521,1.41636,4,35,100,0
1,24,26,7,2.18254,1.083415,4,35,100,0
1,37,31,7,2.26617,1.694815,4,35,2000,1
1,23,24,6,1.95388,1.23216,5,34,2000,1
1,46,32,7,2.003665,1.5694,5,34,100,0
1,36,30,6,2.980545,1.633225,5,34,2000,1
1,29,26,7,2.05509,1.11585,5,34,100,0
1,33,27,6,2.57243,1.281905,5,34,100,0
1,38,34,7,2.11708,1.11686,5,34,2000,1
1,46,40,7,1.58417,1.11911,5,34,2000,1
1,49,42,8,2.232035,1.705555,5,34,100,0
1,49,36,7,2.230825,1.111995,5,34,2000,1
1,29,35,7,3.695515,1.17377,5,34,100,0
1,33,28,8,1.88393,1.50162,5,34,2000,1
1,43,32,7,1.85103,1.153375,5,34,100,0
1,31,34,6,2.0822,1.197245,5,34,100,0
1,43,32,6,1.60527,1.15188,5,34,2000,1
1,25,27,8,2.8158,0.93941,5,34,100,0
1,31,25,7,1.89592,1.80191,5,34,2000,1
1,19,17,6,2.19469,2.610245,5,34,2000,1
1,34,27,8,2.234375,1.39834,5,34,100,0
1,19,20,6,3.22891,1.900325,5,34,100,0
1,19,18,7,2.257535,1.084945,5,34,2000,1
1,38,30,7,3.184905,1.0842,5,34,100,0
1,40,35,6,2.362245,1.317745,5,34,2000,1
1,27,28,6,2.08644,1.286485,5,34,100,0
1,29,27,7,2.071485,1.194235,5,34,2000,1
1,22,24,6,2.011,1.21306,5,34,2000,1
1,41,30,7,1.979035,1.69486,5,34,100,0
1,20,22,6,2.184535,1.236555,5,34,100,0
1,40,31,8,1.695795,1.5749,5,34,2000,1
1,33,28,7,1.80854,1.199515,5,34,100,0
1,41,36,6,2.016435,2.36268,5,34,2000,1
1,43,32,7,1.786065,1.624915,5,34,2000,1
1,42,34,8,1.991425,1.124355,5,34,100,0
1,47,28,7,1.755115,1.24097,5,34,2000,1
1,34,27,8,1.91455,0.973855,5,34,100,0
1,32,30,7,1.588885,1.02225,5,34,2000,1
1,21,26,8,2.213165,1.148345,5,34,100,0
1,45,32,7,2.68228,1.083475,5,34,100,0
1,40,31,8,1.695065,0.925585,5,34,2000,1
1,32,26,6,2.09632,1.29158,5,34,2000,1
1,38,29,8,2.138035,1.329305,5,34,100,0
1,33,28,7,2.30576,1.112545,6,33,2000,1
1,18,15,6,2.551275,1.713885,6,33,100,0
1,40,29,8,3.15706,1.01693,6,33,2000,1
1,42,32,8,1.575995,0.990695,6,33,100,0
1,38,30,8,1.461835,0.925195,6,33,2000,1
1,28,28,7,1.572845,1.06605,6,33,100,0
1,43,32,6,1.56625,1.58878,6,33,100,0
1,42,35,7,1.487495,1.055995,6,33,2000,1
1,28,28,6,1.324445,1.146355,6,33,2000,1
1,28,26,7,2.33325,1.032025,6,33,100,0
1,47,36,7,1.91838,1.02609,6,33,2000,1
1,35,34,7,1.816325,1.24007,6,33,100,0
1,43,34,8,1.790805,0.95519,6,33,2000,1
1,45,35,7,2.225615,0.981135,6,33,100,0
1,23,24,7,1.387795,1.07527,6,33,2000,1
1,36,26,6,2.624175,1.307885,6,33,100,0
1,25,27,7,1.975655,1.05103,6,33,100,0
1,28,26,6,2.04869,1.3048,6,33,2000,1
1,26,27,8,2.14628,0.94544,6,33,2000,1
1,46,30,7,2.651965,1.127275,6,33,100,0
1,42,29,7,2.02111,1.02485,6,33,100,0
1,48,34,7,1.426055,1.08663,6,33,2000,1
1,36,30,7,1.496955,1.00647,6,33,2000,1
1,42,38,6,2.22454,1.136685,6,33,100,0
1,19,28,8,2.12288,1.01459,6,33,100,0
1,37,29,8,1.876075,0.994745,6,33,2000,1
1,29,25,6,2.190965,1.1728,6,33,100,0
1,40,30,7,1.972915,1.085215,6,33,2000,1
1,19,25,6,1.97812,1.136815,6,33,100,0
1,37,26,7,1.87619,1.266885,6,33,2000,1
1,44,31,7,1.79567,1.022415,6,33,2000,1
1,25,32,7,2.218935,1.152855,6,33,100,0
1,38,28,6,1.941105,1.17856,6,33,2000,1
1,18,18,7,2.17575,1.164525,6,33,100,0
1,34,26,5,3.94906,1.43385,6,33,100,0
1,46,36,7,1.766135,1.144595,6,33,2000,1
1,24,20,6,1.61491,1.25539,6,33,2000,1
1,41,26,6,2.138335,1.193665,6,33,100,0
1,35,27,8,1.97341,0.94556,6,33,100,0
1,46,30,6,1.52228,1.148195,6,33,2000,1
2,20,22,5,5.19375,3.83839,1,31,2000,1
2,28,27,5,4.652625,2.54266,1,31,100,0
2,40,32,1,6.074865,2.69469,1,31,100,0
2,21,22,8,3.73036,2.294775,1,31,2000,1
2,17,17,9,4.040795,2.75866,1,31,2000,1
2,26,31,2,8.081185,2.8707,1,31,100,0
2,29,28,3,5.42234,3.030475,1,31,100,0
2,25,26,7,3.516125,2.350945,1,31,2000,1
2,40,33,5,3.045365,1.870495,1,31,2000,1
2,38,37,2,7.91074,5.8067,1,31,100,0
2,38,25,7,6.24069,3.2944,1,31,100,0
2,28,30,6,3.824105,2.214675,1,31,2000,1
2,32,NaN,4,NaN,3.693945,1,31,100,0
2,41,40,3,4.84531,1.926665,1,31,2000,1
2,22,19,7,4.05851,1.94268,1,31,2000,1
2,46,37,5,6.120675,4.68691,1,31,100,0
2,30,32,6,8.75365,3.41435,1,31,100,0
2,27,27,8,3.94925,2.72671,1,31,2000,1
2,41,35,6,4.76509,1.98273,1,31,100,0
2,28,32,8,5.40369,3.46255,1,31,2000,1
2,18,23,4,6.50306,3.03013,1,31,100,0
2,31,34,5,4.540145,1.93463,1,31,2000,1
2,20,21,9,2.892945,2.96643,1,31,2000,1
2,18,15,9,3.65034,1.718435,1,31,100,0
2,43,38,5,5.47192,5.0544,1,31,2000,1
2,41,39,3,5.236175,5.18285,1,31,100,0
2,21,20,10,4.14298,1.9105,1,31,2000,1
2,40,40,2,4.557415,3.35057,1,31,100,0
2,28,25,0,5.557715,3.79885,1,31,100,0
2,35,42,1,4.173555,2.87063,1,31,2000,1
2,23,27,5,3.8627,1.97466,1,31,2000,1
2,27,30,4,5.17213,2.09433,1,31,100,0
2,45,32,7,5.31527,2.14216,1,31,100,0
2,31,35,5,4.861305,1.86263,1,31,2000,1
2,36,41,7,3.817185,4.13464,1,31,2000,1
2,37,31,3,8.68424,1.91865,1,31,100,0
2,41,32,5,5.124185,1.93247,1,31,2000,1
2,25,25,3,3.580285,1.686755,1,31,100,0
2,18,19,8,3.49459,2.598355,1,31,2000,1
2,40,35,5,4.32602,1.974515,1,31,100,0
2,21,23,9,5.76791,1.974555,2,36,100,0
2,40,38,7,4.60625,2.22248,2,36,2000,1
2,47,37,7,4.856145,1.877525,2,36,100,0
2,43,35,7,4.17092,2.366425,2,36,2000,1
2,36,31,5,4.034215,2.574475,2,36,100,0
2,39,28,6,3.841775,3.18258,2,36,2000,1
2,34,29,7,3.902455,3.00646,2,36,2000,1
2,24,25,3,3.711045,3.166755,2,36,100,0
2,43,40,7,4.56941,2.79832,2,36,2000,1
2,38,37,5,5.344535,2.062665,2,36,100,0
2,29,29,3,5.036775,2.84525,2,36,2000,1
2,26,25,4,4.740845,3.094445,2,36,100,0
2,23,30,6,8.50123,2.18233,2,36,100,0
2,28,25,4,3.94296,4.030495,2,36,2000,1
2,31,32,8,4.729765,3.174435,2,36,2000,1
2,28,29,6,6.127915,1.95096,2,36,100,0
2,46,39,3,6.005545,5.03029,2,36,100,0
2,43,40,4,6.139545,4.678435,2,36,2000,1
2,42,36,8,3.992695,3.3184,2,36,2000,1
2,32,32,6,3.87304,1.998665,2,36,100,0
2,41,31,6,6.57813,2.638145,2,36,100,0
2,41,37,7,3.66734,2.062495,2,36,2000,1
2,31,25,6,5.66064,2.622485,2,36,100,0
2,49,42,6,3.59602,1.99867,2,36,2000,1
2,24,23,9,3.40283,2.55844,2,36,2000,1
2,27,26,8,4.627195,2.35008,2,36,100,0
2,38,30,5,4.088075,2.47818,2,36,100,0
2,24,20,5,4.445135,2.06225,2,36,2000,1
2,39,31,8,4.693285,3.326335,2,36,2000,1
2,22,25,5,4.20796,2.08625,2,36,100,0
2,28,23,7,3.514145,1.982325,2,36,100,0
2,46,39,7,7.160685,1.742155,2,36,2000,1
2,23,23,6,6.01022,2.894255,2,36,100,0
2,42,40,6,7.245845,2.406695,2,36,2000,1
2,50,35,4,4.1645,3.157925,2,36,100,0
2,41,36,8,4.40029,2.48646,2,36,2000,1
2,39,37,7,4.96139,2.678355,2,36,100,0
2,42,34,6,6.721685,2.046385,2,36,2000,1
2,47,32,5,4.621095,1.934145,2,36,100,0
2,25,27,8,3.73026,2.39043,2,36,2000,1
2,41,32,5,5.339315,2.390195,3,50,100,0
2,55,50,7,6.520905,3.550515,3,50,2000,1
2,51,48,6,4.01656,2.91022,3,50,2000,1
2,37,40,6,5.39771,4.03755,3,50,100,0
2,64,63,7,5.32755,2.52611,3,50,2000,1
2,58,54,4,4.01756,3.34931,3,50,100,0
2,63,47,6,4.95299,2.37386,3,50,2000,1
2,50,45,5,3.72871,2.590205,3,50,100,0
2,51,41,6,4.754625,1.885905,3,50,2000,1
2,37,42,3,6.35101,3.060905,3,50,100,0
2,38,37,5,5.87924,2.83812,3,50,100,0
2,35,30,7,5.444905,4.262295,3,50,2000,1
2,46,36,7,3.78899,2.958385,3,50,100,0
2,64,54,8,3.54097,2.725465,3,50,2000,1
2,55,45,7,3.229905,2.23016,3,50,2000,1
2,61,NaN,4,NaN,2.346205,3,50,100,0
2,59,50,5,3.489625,1.694295,3,50,2000,1
2,60,45,5,3.37874,1.878275,3,50,100,0
2,64,53,6,3.840495,2.27818,3,50,2000,1
2,55,35,3,3.78691,3.38232,3,50,100,0
2,39,35,4,3.490995,1.934255,3,50,2000,1
2,54,47,6,4.10942,3.070225,3,50,100,0
2,55,53,7,3.88526,2.757885,3,50,2000,1
2,47,43,5,4.80747,2.214055,3,50,100,0
2,46,41,4,4.169375,1.990115,3,50,100,0
2,53,43,8,4.644885,2.03723,3,50,2000,1
2,58,39,5,5.41265,3.117965,3,50,100,0
2,44,38,5,4.445155,2.9972,3,50,2000,1
2,42,40,6,4.23162,2.28594,3,50,2000,1
2,58,44,5,4.82871,2.63702,3,50,100,0
2,47,47,7,6.5677,2.149985,3,50,2000,1
2,38,32,4,6.31149,3.6543,3,50,100,0
2,47,40,6,3.752025,3.206355,3,50,2000,1
2,40,42,6,4.181605,2.68509,3,50,100,0
2,56,58,5,4.0312,2.877995,3,50,2000,1
2,43,41,5,3.87,1.66072,3,50,100,0
2,36,44,6,4.4687,1.806145,3,50,2000,1
2,38,42,1,5.15305,2.894365,3,50,100,0
2,38,NaN,2,NaN,2.5484,3,50,2000,1
2,47,40,2,4.312605,3.317135,3,50,100,0
2,44,40,4,5.21134,2.589775,4,32,2000,1
2,18,20,7,4.28759,3.509085,4,32,100,0
2,43,42,7,4.58976,2.037735,4,32,2000,1
2,17,19,6,3.87876,2.12669,4,32,100,0
2,41,35,8,4.477975,2.302015,4,32,2000,1
2,47,37,5,7.70522,2.717435,4,32,100,0
2,24,28,5,4.27485,1.677985,4,32,2000,1
2,45,38,8,4.410875,2.844855,4,32,100,0
2,24,23,5,3.9926,2.71817,4,32,100,0
2,21,20,7,3.577185,2.357055,4,32,2000,1
2,26,27,8,3.77778,2.7182,4,32,2000,1
2,46,35,6,3.8933,2.142415,4,32,100,0
2,43,39,9,4.184845,2.09403,4,32,2000,1
2,34,31,7,4.886235,2.150335,4,32,100,0
2,43,34,5,4.509775,1.886315,4,32,100,0
2,40,38,5,4.367275,2.510635,4,32,2000,1
2,22,26,5,4.372885,2.87776,4,32,100,0
2,26,28,7,4.29588,2.134535,4,32,2000,1
2,18,23,5,6.117995,2.59782,4,32,100,0
2,30,29,7,4.757995,2.214355,4,32,2000,1
2,43,42,6,3.75491,2.053965,4,32,2000,1
2,45,39,5,3.89757,2.02132,4,32,100,0
2,35,29,4,6.28694,3.14171,4,32,100,0
2,18,19,9,4.21317,2.132955,4,32,2000,1
2,18,20,10,4.358005,2.389915,4,32,100,0
2,36,35,6,4.21983,2.277055,4,32,2000,1
2,27,28,7,4.31563,3.09411,4,32,2000,1
2,39,29,6,4.100565,2.21315,4,32,100,0
2,26,26,6,4.00589,1.653925,4,32,2000,1
2,41,35,5,4.763985,1.88502,4,32,100,0
2,28,30,6,4.178915,2.485965,4,32,2000,1
2,27,26,5,4.639105,1.59024,4,32,100,0
2,22,28,10,4.602895,1.55778,4,32,2000,1
2,18,19,7,3.930225,2.91711,4,32,100,0
2,21,22,7,3.68625,2.23791,4,32,100,0
2,19,23,7,3.585045,2.70105,4,32,2000,1
2,28,25,6,3.610855,3.030065,4,32,100,0
2,19,24,6,3.657615,1.790275,4,32,2000,1
2,35,32,7,4.76528,5.054015,4,32,2000,1
2,30,24,7,3.844415,2.588825,4,32,100,0
2,32,32,6,4.588225,3.74184,5,37,2000,1
2,31,31,6,3.638435,2.214385,5,37,100,0
2,52,36,6,3.65419,2.21391,5,37,100,0
2,22,22,7,3.794615,3.30217,5,37,2000,1
2,46,41,6,3.79555,2.765895,5,37,2000,1
2,42,32,3,4.91698,2.686095,5,37,100,0
2,23,29,6,4.091555,1.46993,5,37,100,0
2,31,32,8,4.07229,2.22241,5,37,2000,1
2,35,41,5,6.275515,1.757785,5,37,2000,1
2,31,29,6,4.406205,3.37451,5,37,100,0
2,26,27,5,3.467315,1.725815,5,37,2000,1
2,46,35,7,3.684015,3.26902,5,37,100,0
2,52,52,6,3.88184,2.29384,5,37,2000,1
2,36,40,5,4.102825,2.070335,5,37,100,0
2,42,39,5,4.708095,2.461615,5,37,100,0
2,48,41,4,4.51499,3.31036,5,37,2000,1
2,24,25,8,3.671575,3.09379,5,37,2000,1
2,52,38,7,3.776425,2.27847,5,37,100,0
2,43,34,6,3.767525,2.82991,5,37,100,0
2,37,34,3,6.65479,3.57354,5,37,2000,1
2,29,28,6,4.560975,2.86976,5,37,100,0
2,24,28,7,3.84969,2.230275,5,37,2000,1
2,42,36,5,4.401535,1.517835,5,37,100,0
2,51,43,6,3.728305,1.97409,5,37,2000,1
2,28,30,7,3.805275,2.326005,5,37,2000,1
2,44,40,6,4.69544,1.86198,5,37,100,0
2,25,31,4,3.97694,3.70979,5,37,100,0
2,32,31,4,3.473965,1.654265,5,37,2000,1
2,45,40,6,3.72897,2.061755,5,37,2000,1
2,28,29,5,3.690025,1.83023,5,37,100,0
2,47,37,5,4.685925,3.085635,5,37,2000,1
2,34,30,4,5.827705,2.19026,5,37,100,0
2,36,32,5,3.487255,1.509545,5,37,100,0
2,41,41,6,3.37552,2.974135,5,37,2000,1
2,31,32,5,3.489145,2.013865,5,37,2000,1
2,43,37,6,3.85058,3.00648,5,37,100,0
2,47,34,5,5.134055,1.66956,5,37,2000,1
2,24,26,7,3.903325,2.614435,5,37,100,0
2,46,36,6,4.41707,2.92555,5,37,100,0
2,22,24,7,4.28928,2.31021,5,37,2000,1
2,38,36,5,4.517235,1.65383,6,40,100,0
2,29,30,6,4.81261,2.030135,6,40,2000,1
2,38,29,5,5.718335,2.61343,6,40,100,0
2,55,48,7,4.102285,3.71785,6,40,2000,1
2,46,31,5,4.273935,1.517665,6,40,100,0
2,54,48,6,4.456705,3.46242,6,40,2000,1
2,38,31,5,3.32278,1.837875,6,40,2000,1
2,33,31,5,3.38612,1.526305,6,40,100,0
2,34,34,6,3.43373,2.20588,6,40,2000,1
2,43,36,6,4.2442,2.622195,6,40,100,0
2,38,34,4,4.52886,2.17365,6,40,100,0
2,36,30,4,4.3415,4.582155,6,40,2000,1
2,27,32,5,4.409415,3.461605,6,40,2000,1
2,44,36,6,4.37633,3.086105,6,40,100,0
2,44,41,6,4.20924,2.565745,6,40,2000,1
2,48,38,5,5.073155,2.78985,6,40,100,0
2,37,40,5,3.9475,2.51745,6,40,2000,1
2,41,38,5,5.81953,2.318025,6,40,100,0
2,32,31,5,3.47837,2.20573,6,40,2000,1
2,29,32,5,3.77945,1.461975,6,40,100,0
2,41,43,6,4.912035,3.205655,6,40,2000,1
2,43,38,5,4.856335,2.12605,6,40,100,0
2,42,41,6,3.972685,3.653615,6,40,2000,1
2,55,47,6,3.67617,1.966385,6,40,100,0
2,42,37,6,4.455385,3.06179,6,40,100,0
2,39,38,8,4.466525,2.93435,6,40,2000,1
2,29,29,6,3.979665,2.197585,6,40,100,0
2,29,30,4,8.806755,1.734055,6,40,2000,1
2,25,25,3,3.61612,4.22166,6,40,100,0
2,30,29,5,4.13422,2.022175,6,40,2000,1
2,32,31,5,3.32006,3.165735,6,40,2000,1
2,30,31,7,5.31951,3.63803,6,40,100,0
2,54,50,6,4.919465,1.94985,6,40,2000,1
2,36,40,5,4.78606,1.59013,6,40,100,0
2,25,28,7,3.48769,2.061555,6,40,100,0
2,50,42,6,3.80688,2.318085,6,40,2000,1
2,39,41,6,4.324375,3.55788,6,40,100,0
2,36,39,6,4.472905,3.934105,6,40,2000,1
2,40,36,5,3.94574,3.40524,6,40,100,0
2,39,37,5,3.939895,1.934405,6,40,2000,1
3,28,24,5,7.95255,1.93239,1,33,100,0
3,27,30,6,7.4881,3.017305,1,33,2000,1
3,39,40,3,4.494565,1.842815,1,33,2000,1
3,33,35,7,5.03383,2.07645,1,33,100,0
3,33,36,3,7.742345,2.17205,1,33,100,0
3,45,47,6,3.8696,2.382135,1,33,2000,1
3,35,31,6,8.86389,2.612785,1,33,100,0
3,27,23,7,6.351265,2.178615,1,33,2000,1
3,39,34,0,6.86884,4.110435,1,33,100,0
3,48,45,6,5.280255,1.820155,1,33,2000,1
3,33,NaN,5,NaN,2.378395,1,33,100,0
3,44,42,7,5.29873,2.115105,1,33,2000,1
3,23,29,6,5.238615,2.158225,1,33,2000,1
3,34,37,1,6.232645,3.62485,1,33,100,0
3,36,49,5,7.55045,2.10773,1,33,100,0
3,27,30,6,5.0886,1.73522,1,33,2000,1
3,30,32,2,4.342285,1.88707,1,33,100,0
3,18,20,5,5.02026,2.13148,1,33,2000,1
3,44,43,7,5.540405,2.6376,1,33,2000,1
3,34,36,7,7.479255,2.285625,1,33,100,0
3,35,33,3,3.551015,1.56606,1,33,100,0
3,40,41,8,5.512125,3.970345,1,33,2000,1
3,18,18,6,3.271965,2.141995,1,33,2000,1
3,18,22,3,2.74026,1.358085,1,33,100,0
3,21,25,6,6.970995,2.06102,1,33,2000,1
3,29,24,3,5.38487,2.075165,1,33,100,0
3,20,19,6,4.106035,3.23083,1,33,100,0
3,25,25,2,5.965485,1.57703,1,33,2000,1
3,30,32,1,4.977785,1.70848,1,33,2000,1
3,35,35,6,3.751525,2.178815,1,33,100,0
3,29,31,6,5.769735,2.854155,1,33,100,0
3,38,42,6,4.2849,1.9606,1,33,2000,1
3,33,40,2,5.933795,3.171805,1,33,2000,1
3,43,51,5,3.49002,3.52239,1,33,100,0
3,35,44,3,3.32987,2.10879,1,33,2000,1
3,25,23,9,4.634615,2.95277,1,33,100,0
3,33,34,0,3.04297,3.8871,1,33,2000,1
3,21,27,3,4.0211,1.95026,1,33,100,0
3,42,34,4,6.22144,2.3687,1,33,100,0
3,34,35,3,4.48757,1.946155,1,33,2000,1
3,57,52,5,3.79039,1.713805,2,49,100,0
3,44,44,6,3.24146,2.054125,2,49,2000,1
3,58,57,7,4.331375,2.454025,2,49,100,0
3,56,51,3,4.352135,2.45728,2,49,2000,1
3,57,55,5,3.01106,1.330965,2,49,100,0
3,47,43,6,3.952255,2.487505,2,49,2000,1
